seed,delta_entropy,delta_margin,delta_random,experiment_id,min_recall_entropy,min_recall_margin,min_recall_random,naubc_entropy,naubc_margin,naubc_random,ratio_entropy,ratio_margin,ratio_random,reference_map
17,0.003723353826585285,0.005452481103609366,0.0,lite-czech-s17-20260909T1002Z,0.23863636363636362,0.3,0.11481481481481479,0.018446599257417876,0.020175726534441957,0.014723245430832591,0.8527770399687643,1.0275152260438378,0.6944934848915635,0.03683050486486971
29,0.004699467110216774,0.005766539762291576,0.0,lite-czech-s29-20260909T1145Z,0.18888888888888886,0.24074074074074076,0.1,0.019283334962825676,0.02035040761490048,0.014583867852608902,0.844969288516332,1.1179073225272245,0.6203873360696567,0.034682811963287125
43,0.004013926221233208,0.008799213146111448,0.0,lite-czech-s43-20260909T1755Z,0.22222222222222224,0.26296296296296295,0.05555555555555556,0.015852670515530087,0.020637957440408326,0.011838744294296879,0.6201307494482997,0.8299422307765463,0.5220094036503855,0.042459916499474656
