seed,delta_entropy,delta_margin,delta_random,experiment_id,min_recall_entropy,min_recall_margin,min_recall_random,naubc_entropy,naubc_margin,naubc_random,ratio_entropy,ratio_margin,ratio_random,reference_map
17,0.004516541400598921,0.0019409691678418661,0.0,lite-czech-ep18-s17-20260911T0546Z,0.31818181818181823,0.2925925925925926,0.2814814814814815,0.02042827090560665,0.017852698672849596,0.01591172950500773,0.628326934776976,0.48859001629964466,0.4454311633926266,0.06557124693431146
29,0.004669326356831373,0.0063720428138698375,0.0,lite-czech-ep18-s29-20260911T0707Z,0.2185185185185185,0.22962962962962963,0.14814814814814814,0.015369681849160625,0.01707239830619909,0.010700355492329252,0.5320019653118295,0.5118741380162497,0.3024750928048484,0.06697115827744747
43,0.00979374056815607,0.008677275130266348,0.0,lite-czech-ep18-s43-20260911T0801Z,0.27954545454545454,0.29318181818181815,0.1074074074074074,0.0207270232056847,0.019610557767794978,0.01093328263752863,0.5339719879992719,0.5700567233670678,0.3631460609779905,0.06658039987771411
